from,to,source
601,1843-04-23,"M"
1380,1843-04-24,"M"
1341,1843-04-24,"M"
533,1843-04-25,"M"
1487,1843-04-25,"M"
566,1843-04-26,"M"
1341,1843-04-26,"M"
1487,1843-04-27,"M"
618,1843-04-27,"M"
1304,1843-04-28,"M"
47,1843-04-28,"M"
821,1843-04-28,"M"
1304,1843-04-29,"M"
1487,1843-04-29,"M"
1439,1843-04-30,"M"
601,1843-04-30,"M"
1487,1843-05-01,"M"
618,1843-05-01,"M"
1341,1843-05-02,"M"
618,1843-05-02,"M"
1487,1843-05-03,"M"
342,1843-05-03,"M"
1115,1843-05-04,"M"
1341,1843-05-04,"M"
1304,1843-05-05,"M"
1487,1843-05-05,"M"
566,1843-05-06,"M"
1341,1843-05-06,"M"
1439,1843-05-07,"M"
480,1843-05-07,"M"
533,1843-05-08,"M"
1341,1843-05-08,"M"
1304,1843-05-09,"M"
1487,1843-05-09,"M"
1571,1843-05-10,"M"
618,1843-05-10,"M"
86,1843-05-10,"M"
566,1843-05-11,"C"
1341,1843-05-11,"C"
1487,1843-05-12,"C"
86,1843-05-12,"C"
1550,1843-05-13,"M"
47,1843-05-13,"M"
1550,1843-05-14,"M"
480,1843-05-14,"M"
1550,1843-05-15,"M"
47,1843-05-15,"M"
1304,1843-05-16,"M"
1487,1843-05-16,"M"
566,1843-05-17,"M"
618,1843-05-17,"M"
47,1843-05-17,"M"
1428,1843-05-18,"M"
1487,1843-05-18,"M"
566,1843-05-19,"M"
1341,1843-05-19,"M"
1487,1843-05-20,"C"
86,1843-05-20,"C"
1550,1843-05-21,"M"
47,1843-05-21,"M"
533,1843-05-22,"M"
1487,1843-05-22,"M"
1341,1843-05-23,"M"
86,1843-05-23,"M"
1487,1843-05-24,"M"
1380,1843-05-24,"M"
533,1843-05-25,"M"
1341,1843-05-25,"M"
512,1843-05-26,"M"
1380,1843-05-26,"M"
1341,1843-05-27,"M"
86,1843-05-27,"M"
1873,1843-05-28,"M"
47,1843-05-28,"M"
512,1843-05-29,"M"
1341,1843-05-29,"M"
1550,1843-05-30,"M"
47,1843-05-30,"M"
1341,1843-05-31,"M"
86,1843-05-31,"M"
1550,1843-06-01,"M"
47,1843-06-01,"M"
512,1843-06-02,"M"
1341,1843-06-02,"M"
1873,1843-06-03,"M"
983,1843-06-03,"M"
1444,1843-06-04,"M"
601,1843-06-04,"M"
1550,1843-06-05,"M"
47,1843-06-05,"M"
1341,1843-06-06,"M"
86,1843-06-06,"M"
480,1843-06-07,"M"
629,1843-06-07,"M"
86,1843-06-07,"M"
533,1843-06-08,"M"
1341,1843-06-08,"M"
1873,1843-06-09,"M"
566,1843-06-09,"M"
629,1843-06-09,"M"
342,1843-06-10,"M"
1341,1843-06-10,"M"
1439,1843-06-11,"M"
601,1843-06-11,"M"
480,1843-06-12,"M"
47,1843-06-12,"M"
1380,1843-06-13,"M"
1341,1843-06-13,"M"
1550,1843-06-14,"M"
1439,1843-06-14,"M"
533,1843-06-15,"M"
1341,1843-06-15,"M"
566,1843-06-16,"M"
1487,1843-06-16,"M"
512,1843-06-17,"M"
1341,1843-06-17,"M"
1444,1843-06-18,"M"
1439,1843-06-18,"M"
533,1843-06-19,"M"
1341,1843-06-19,"M"
1487,1843-06-20,"M"
86,1843-06-20,"M"
1550,1843-06-21,"M"
47,1843-06-21,"M"
533,1843-06-22,"M"
1487,1843-06-22,"M"
1380,1843-06-23,"M"
480,1843-06-23,"M"
1487,1843-06-24,"M"
618,1843-06-24,"M"
1873,1843-06-25,"M"
1444,1843-06-25,"M"
1439,1843-06-26,"M"
47,1843-06-26,"M"
566,1843-06-27,"M"
1487,1843-06-27,"M"
618,1843-06-29,"M"
480,1843-06-29,"M"
1550,1843-06-30,"M"
47,1843-06-30,"M"
533,1843-07-01,"M"
1341,1843-07-01,"M"
1873,1843-07-02,"M"
1444,1843-07-02,"M"
1341,1843-07-03,"M"
86,1843-07-03,"M"
1550,1843-07-04,"M"
1439,1843-07-04,"M"
566,1843-07-05,"M"
1341,1843-07-05,"M"
1550,1843-07-06,"M"
990,1843-07-06,"M"
1873,1843-07-07,"M"
983,1843-07-07,"M"
601,1843-07-08,"M"
990,1843-07-08,"M"
1444,1843-07-09,"M"
480,1843-07-09,"M"
1873,1843-07-10,"M"
1439,1843-07-10,"M"
480,1843-07-11,"M"
990,1843-07-11,"M"
1444,1843-07-12,"M"
601,1843-07-12,"M"
1341,1843-07-14,"M"
618,1843-07-14,"M"
1444,1843-07-15,"M"
47,1843-07-15,"M"
1550,1843-07-16,"M"
601,1843-07-16,"M"
1341,1843-07-17,"M"
618,1843-07-17,"M"
480,1843-07-18,"M"
990,1843-07-18,"M"
1115,1843-07-19,"M"
1341,1843-07-19,"M"
1873,1843-07-20,"M"
1439,1843-07-20,"M"
1341,1843-07-21,"M"
86,1843-07-21,"M"
480,1843-07-22,"M"
990,1843-07-22,"M"
1444,1843-07-23,"M"
601,1843-07-23,"M"
1550,1843-07-24,"M"
47,1843-07-24,"M"
1873,1843-07-25,"M"
1439,1843-07-25,"M"
1115,1843-07-26,"M"
1341,1843-07-26,"M"
1444,1843-07-27,"M"
480,1843-07-27,"M"
1341,1843-07-28,"C"
618,1843-07-28,"C"
1873,1843-07-29,"M"
1439,1843-07-29,"M"
601,1843-07-30,"M"
990,1843-07-30,"M"
1444,1843-07-31,"M"
47,1843-07-31,"M"
1115,1843-08-01,"M"
1341,1843-08-01,"M"
480,1843-08-02,"M"
990,1843-08-02,"M"
1341,1843-08-03,"M"
86,1843-08-03,"M"
1550,1843-08-04,"M"
47,1843-08-04,"M"
342,1843-08-05,"M"
1341,1843-08-05,"M"
1439,1843-08-06,"M"
601,1843-08-06,"M"
1444,1843-08-07,"M"
480,1843-08-07,"M"
1341,1843-08-08,"M"
86,1843-08-08,"M"
47,1843-08-09,"M"
990,1843-08-09,"M"
1115,1843-08-10,"M"
1341,1843-08-10,"M"
1444,1843-08-11,"M"
990,1843-08-11,"M"
1439,1843-08-12,"M"
601,1843-08-12,"M"
1444,1843-08-13,"M"
601,1843-08-13,"M"
1439,1843-08-14,"M"
47,1843-08-14,"M"
1341,1843-08-15,"M"
86,1843-08-15,"M"
480,1843-08-16,"M"
990,1843-08-16,"M"
566,1843-08-17,"M"
1341,1843-08-17,"M"
1444,1843-08-18,"M"
47,1843-08-18,"M"
566,1843-08-19,"M"
1341,1843-08-19,"M"
1439,1843-08-20,"M"
480,1843-08-20,"M"
533,1843-08-21,"M"
1341,1843-08-21,"M"
47,1843-08-22,"M"
990,1843-08-22,"M"
1380,1843-08-23,"M"
1341,1843-08-23,"M"
1444,1843-08-24,"M"
480,1843-08-24,"M"
1115,1843-08-25,"M"
1341,1843-08-25,"M"
1444,1843-08-26,"M"
1439,1843-08-26,"M"
1341,1843-08-27,"M"
983,1843-08-27,"M"
1444,1843-08-28,"M"
47,1843-08-28,"M"
1341,1843-08-29,"M"
983,1843-08-29,"M"
566,1843-08-30,"M"
1487,1843-08-30,"M"
1341,1843-08-31,"M"
990,1843-08-31,"M"
1487,1843-09-01,"M"
342,1843-09-01,"M"
566,1843-09-02,"M"
480,1843-09-02,"M"
342,1843-09-03,"M"
480,1843-09-03,"M"
1550,1843-09-04,"M"
47,1843-09-04,"M"
1444,1843-09-05,"M"
47,1843-09-05,"M"
1550,1843-09-06,"M"
480,1843-09-06,"M"
566,1843-09-07,"M"
1487,1843-09-07,"M"
601,1843-09-08,"M"
618,1843-09-08,"M"
566,1843-09-09,"M"
480,1843-09-09,"M"
1444,1843-09-10,"M"
480,1843-09-10,"M"
601,1843-09-11,"M"
968,1843-09-11,"M"
1487,1843-09-12,"M"
1380,1843-09-12,"M"
601,1843-09-13,"M"
629,1843-09-13,"M"
1027,1843-09-14,"M"
1428,1843-09-15,"M"
1487,1843-09-15,"M"
1027,1843-09-16,"M"
601,1843-09-17,"M"
990,1843-09-17,"M"
1487,1843-09-18,"M"
86,1843-09-18,"M"
1027,1843-09-19,"M"
1380,1843-09-19,"M"
601,1843-09-20,"M"
629,1843-09-20,"M"
1115,1843-09-21,"M"
1027,1843-09-21,"M"
1444,1843-09-22,"M"
47,1843-09-22,"M"
1027,1843-09-23,"M"
1380,1843-09-23,"M"
1444,1843-09-24,"M"
601,1843-09-24,"M"
601,1843-09-25,"M"
480,1843-09-25,"M"
566,1843-09-26,"M"
1027,1843-09-26,"M"
1444,1843-09-27,"M"
47,1843-09-27,"M"
1027,1843-09-28,"M"
629,1843-09-28,"M"
480,1843-09-29,"M"
990,1843-09-29,"M"
1027,1843-09-30,"M"
629,1843-09-30,"M"
601,1843-10-01,"M"
480,1843-10-01,"M"
1027,1843-10-02,"M"
86,1843-10-02,"M"
1487,1843-10-03,"M"
1380,1843-10-03,"M"
1027,1843-10-04,"M"
86,1843-10-04,"M"
1550,1843-10-05,"M"
601,1843-10-05,"M"
1115,1843-10-06,"M"
1027,1843-10-06,"M"
480,1843-10-07,"M"
990,1843-10-07,"M"
1873,1843-10-08,"M"
1439,1843-10-08,"M"
1027,1843-10-09,"M"
629,1843-10-09,"M"
1219,1843-10-10,"M"
86,1843-10-10,"M"
1550,1843-10-11,"M"
1444,1843-10-11,"M"
1219,1843-10-12,"M"
618,1843-10-12,"M"
1027,1843-10-13,"M"
629,1843-10-13,"M"
1219,1843-10-14,"M"
533,1843-10-14,"M"
1444,1843-10-15,"M"
601,1843-10-15,"M"
1428,1843-10-16,"M"
1219,1843-10-16,"M"
1027,1843-10-17,"M"
629,1843-10-17,"M"
1219,1843-10-18,"M"
533,1843-10-18,"M"
1550,1843-10-19,"M"
1487,1843-10-19,"M"
1219,1843-10-20,"M"
566,1843-10-20,"M"
1027,1843-10-21,"M"
629,1843-10-21,"M"
1487,1843-10-22,"M"
601,1843-10-22,"M"
1219,1843-10-23,"M"
1115,1843-10-23,"M"
1550,1843-10-24,"M"
1487,1843-10-24,"M"
1219,1843-10-25,"M"
629,1843-10-25,"M"
1027,1843-10-26,"M"
86,1843-10-26,"M"
1219,1843-10-27,"M"
1115,1843-10-27,"M"
1439,1843-10-29,"M"
1027,1843-10-29,"M"
1219,1843-10-30,"M"
86,1843-10-30,"M"
517,1843-10-31,"M"
618,1843-10-31,"M"
1219,1843-11-01,"M"
629,1843-11-01,"M"
517,1843-11-02,"M"
86,1843-11-02,"M"
1219,1843-11-03,"M"
342,1843-11-03,"M"
570,1843-11-04,"M"
517,1843-11-04,"M"
601,1843-11-05,"M"
480,1843-11-05,"M"
1219,1843-11-06,"M"
1280,1843-11-06,"M"
517,1843-11-07,"M"
86,1843-11-07,"M"
1219,1843-11-08,"M"
342,1843-11-08,"M"
1115,1843-11-09,"M"
517,1843-11-09,"M"
1219,1843-11-10,"M"
570,1843-11-10,"M"
517,1843-11-11,"M"
618,1843-11-11,"M"
1873,1843-11-12,"M"
601,1843-11-12,"M"
570,1843-11-13,"M"
517,1843-11-13,"M"
1219,1843-11-14,"M"
629,1843-11-14,"M"
1550,1843-11-15,"M"
601,1843-11-15,"M"
570,1843-11-16,"M"
517,1843-11-16,"M"
1219,1843-11-17,"M"
629,1843-11-17,"M"
1115,1843-11-18,"M"
517,1843-11-18,"M"
1027,1843-11-19,"M"
47,1843-11-19,"M"
1795,1843-11-20,"M"
1219,1843-11-20,"M"
570,1843-11-21,"M"
517,1843-11-21,"M"
1795,1843-11-22,"M"
1219,1843-11-22,"M"
1115,1843-11-23,"M"
517,1843-11-23,"M"
1550,1843-11-24,"M"
601,1843-11-24,"M"
570,1843-11-25,"M"
517,1843-11-25,"M"
1873,1843-11-26,"M"
47,1843-11-26,"M"
517,1843-11-27,"M"
629,1843-11-27,"M"
1219,1843-11-28,"M"
964,1843-11-28,"M"
1115,1843-11-29,"M"
517,1843-11-29,"M"
1219,1843-11-30,"M"
964,1843-11-30,"M"
1115,1843-12-01,"M"
681,1843-12-01,"M"
47,1843-12-01,"M"
570,1843-12-02,"M"
517,1843-12-02,"M"
601,1843-12-03,"M"
480,1843-12-03,"M"
517,1843-12-04,"M"
681,1843-12-04,"M"
1795,1843-12-05,"M"
1219,1843-12-05,"M"
601,1843-12-06,"M"
964,1843-12-06,"M"
517,1843-12-07,"M"
681,1843-12-07,"M"
1219,1843-12-08,"M"
964,1843-12-08,"M"
517,1843-12-09,"M"
681,1843-12-09,"M"
1873,1843-12-10,"M"
1487,1843-12-10,"M"
1550,1843-12-11,"M"
1219,1843-12-11,"M"
517,1843-12-12,"M"
681,1843-12-12,"M"
1219,1843-12-13,"M"
990,1843-12-13,"M"
517,1843-12-14,"M"
681,1843-12-14,"M"
601,1843-12-15,"M"
968,1843-12-15,"M"
517,1843-12-16,"M"
681,1843-12-16,"M"
1487,1843-12-17,"M"
480,1843-12-17,"M"
1550,1843-12-18,"M"
1219,1843-12-18,"M"
517,1843-12-19,"M"
629,1843-12-19,"M"
1444,1843-12-20,"M"
990,1843-12-20,"M"
1341,1843-12-21,"M"
618,1843-12-21,"M"
1219,1843-12-22,"M"
681,1843-12-22,"M"
1341,1843-12-23,"M"
86,1843-12-23,"M"
1873,1843-12-24,"M"
1439,1843-12-24,"M"
517,1843-12-25,"M"
681,1843-12-25,"M"
1341,1843-12-26,"M"
618,1843-12-26,"M"
1550,1843-12-27,"M"
1219,1843-12-27,"M"
1428,1843-12-28,"M"
1341,1843-12-28,"M"
1571,1843-12-29,"M"
964,1843-12-29,"M"
570,1843-12-30,"M"
517,1843-12-30,"M"
1571,1843-12-31,"M"
601,1843-12-31,"M"
1341,1844-01-01,"M"
629,1844-01-01,"M"
1219,1844-01-02,"M"
517,1844-01-02,"M"
1550,1844-01-03,"M"
1439,1844-01-03,"M"
517,1844-01-04,"M"
681,1844-01-04,"M"
480,1844-01-05,"M"
681,1844-01-05,"M"
1219,1844-01-06,"M"
517,1844-01-06,"M"
1571,1844-01-07,"M"
601,1844-01-07,"M"
342,1844-01-08,"M"
1341,1844-01-08,"M"
1219,1844-01-09,"M"
517,1844-01-09,"M"
47,1844-01-10,"M"
964,1844-01-10,"M"
570,1844-01-11,"M"
517,1844-01-11,"M"
1550,1844-01-12,"M"
601,1844-01-12,"M"
1219,1844-01-13,"M"
517,1844-01-13,"M"
1341,1844-01-14,"M"
681,1844-01-14,"M"
1873,1844-01-15,"M"
964,1844-01-15,"M"
1219,1844-01-16,"M"
517,1844-01-16,"M"
1341,1844-01-17,"M"
681,1844-01-17,"M"
1550,1844-01-18,"M"
480,1844-01-18,"M"
1341,1844-01-19,"M"
681,1844-01-19,"M"
1219,1844-01-20,"M"
517,1844-01-20,"M"
1550,1844-01-21,"M"
601,1844-01-21,"M"
342,1844-01-22,"M"
1341,1844-01-22,"M"
1219,1844-01-23,"M"
517,1844-01-23,"M"
1550,1844-01-24,"M"
1444,1844-01-24,"M"
1219,1844-01-25,"M"
47,1844-01-25,"M"
1873,1844-01-26,"M"
964,1844-01-26,"M"
1219,1844-01-27,"M"
517,1844-01-27,"M"
517,1844-01-28,"M"
480,1844-01-28,"M"
601,1844-01-29,"M"
681,1844-01-29,"M"
1219,1844-01-30,"M"
517,1844-01-30,"M"
1550,1844-01-31,"M"
47,1844-01-31,"M"
1219,1844-02-01,"M"
517,1844-02-01,"M"
1550,1844-02-02,"M"
601,1844-02-02,"M"
1219,1844-02-03,"M"
517,1844-02-03,"M"
517,1844-02-04,"M"
480,1844-02-04,"M"
1873,1844-02-05,"M"
964,1844-02-05,"M"
1219,1844-02-06,"M"
517,1844-02-06,"M"
480,1844-02-07,"M"
629,1844-02-07,"M"
1219,1844-02-08,"M"
517,1844-02-08,"M"
1873,1844-02-09,"M"
629,1844-02-09,"M"
281,1844-02-10,"M"
1873,1844-02-11,"M"
517,1844-02-11,"M"
1444,1844-02-12,"M"
964,1844-02-12,"M"
281,1844-02-13,"M"
1219,1844-02-14,"M"
517,1844-02-14,"M"
281,1844-02-15,"M"
1219,1844-02-16,"M"
601,1844-02-16,"M"
681,1844-02-17,"M"
281,1844-02-17,"M"
1219,1844-02-18,"M"
517,1844-02-18,"M"
1219,1844-02-19,"M"
517,1844-02-19,"M"
681,1844-02-20,"M"
281,1844-02-20,"M"
342,1844-02-21,"M"
1341,1844-02-21,"M"
566,1844-02-22,"M"
281,1844-02-22,"M"
601,1844-02-23,"M"
681,1844-02-23,"M"
342,1844-02-24,"M"
281,1844-02-24,"M"
517,1844-02-25,"M"
47,1844-02-25,"M"
1219,1844-02-26,"M"
517,1844-02-26,"M"
681,1844-02-27,"M"
281,1844-02-27,"M"
1312,1844-02-28,"M"
1341,1844-02-28,"M"
1312,1844-02-29,"M"
281,1844-02-29,"M"
1550,1844-03-01,"M"
1341,1844-03-01,"M"
681,1844-03-02,"M"
281,1844-03-02,"M"
1550,1844-03-03,"M"
1341,1844-03-03,"M"
1219,1844-03-04,"M"
517,1844-03-04,"M"
681,1844-03-05,"M"
281,1844-03-05,"M"
517,1844-03-06,"M"
480,1844-03-06,"M"
1312,1844-03-07,"M"
281,1844-03-07,"M"
1550,1844-03-08,"M"
1341,1844-03-08,"M"
1312,1844-03-09,"M"
281,1844-03-09,"M"
517,1844-03-10,"M"
480,1844-03-10,"M"
1312,1844-03-11,"M"
281,1844-03-11,"M"
1550,1844-03-12,"M"
1341,1844-03-12,"M"
629,1844-03-13,"M"
281,1844-03-13,"M"
517,1844-03-14,"M"
47,1844-03-14,"M"
342,1844-03-15,"M"
281,1844-03-15,"M"
681,1844-03-16,"M"
281,1844-03-16,"M"
1444,1844-03-17,"M"
601,1844-03-17,"M"
681,1844-03-18,"M"
281,1844-03-18,"M"
1550,1844-03-19,"M"
1219,1844-03-19,"M"
681,1844-03-20,"M"
281,1844-03-20,"M"
517,1844-03-21,"M"
480,1844-03-21,"M"
1312,1844-03-22,"M"
281,1844-03-22,"M"
1444,1844-03-23,"M"
601,1844-03-23,"M"
1312,1844-03-24,"M"
281,1844-03-24,"M"
618,1844-03-25,"M"
281,1844-03-25,"M"
1652,1844-03-26,"M"
1444,1844-03-27,"M"
990,1844-03-27,"M"
1652,1844-03-28,"M"
1550,1844-03-29,"M"
480,1844-03-29,"M"
1652,1844-03-30,"M"
1873,1844-03-31,"M"
1444,1844-03-31,"M"
480,1844-04-01,"C"
990,1844-04-01,"C"
1652,1844-04-02,"C"
1444,1844-04-03,"C"
968,1844-04-03,"C"
1652,1844-04-04,"M"
1873,1844-04-07,"M"
517,1844-04-07,"M"
1439,1844-04-08,"M"
480,1844-04-08,"M"
681,1844-04-09,"M"
629,1844-04-09,"M"
517,1844-04-10,"M"
281,1844-04-10,"M"
1652,1844-04-11,"M"
517,1844-04-12,"M"
281,1844-04-12,"M"
1652,1844-04-13,"M"
517,1844-04-14,"M"
281,1844-04-14,"M"
1444,1844-04-15,"M"
47,1844-04-15,"M"
1652,1844-04-16,"M"
517,1844-04-17,"M"
281,1844-04-17,"M"
1652,1844-04-18,"M"
517,1844-04-19,"M"
47,1844-04-19,"M"
1652,1844-04-20,"M"
1873,1844-04-21,"M"
517,1844-04-21,"M"
517,1844-04-22,"M"
281,1844-04-22,"M"
1652,1844-04-23,"M"
517,1844-04-24,"M"
281,1844-04-24,"M"
1652,1844-04-25,"M"
517,1844-04-26,"M"
281,1844-04-26,"M"
1652,1844-04-27,"M"
1444,1844-04-28,"M"
517,1844-04-28,"M"
1115,1844-04-29,"M"
601,1844-04-29,"M"
1652,1844-04-30,"M"
1652,1844-05-02,"M"
601,1844-05-03,"M"
517,1844-05-03,"M"
1652,1844-05-04,"M"
1550,1844-05-05,"M"
601,1844-05-05,"M"
1652,1844-05-06,"M"
1652,1844-05-07,"M"
1115,1844-05-08,"M"
169,1844-05-08,"M"
480,1844-05-08,"M"
1652,1844-05-09,"M"
169,1844-05-10,"M"
811,1844-05-10,"M"
1652,1844-05-11,"M"
517,1844-05-12,"M"
480,1844-05-12,"M"
1652,1844-05-13,"M"
1652,1844-05-14,"M"
169,1844-05-15,"M"
811,1844-05-15,"M"
1652,1844-05-16,"M"
517,1844-05-17,"M"
281,1844-05-17,"M"
1652,1844-05-18,"M"
601,1844-05-19,"M"
281,1844-05-19,"M"
1652,1844-05-20,"M"
1652,1844-05-21,"M"
517,1844-05-22,"M"
811,1844-05-22,"M"
1652,1844-05-23,"M"
1219,1844-05-24,"M"
281,1844-05-24,"M"
1652,1844-05-25,"M"
480,1844-05-26,"M"
281,1844-05-26,"M"
1652,1844-05-27,"M"
1652,1844-05-28,"M"
601,1844-05-29,"M"
517,1844-05-29,"M"
1652,1844-05-30,"M"
517,1844-05-31,"M"
811,1844-05-31,"M"
1652,1844-06-01,"M"
517,1844-06-02,"M"
281,1844-06-02,"M"
1652,1844-06-03,"M"
1652,1844-06-04,"M"
169,1844-06-05,"M"
1380,1844-06-05,"M"
811,1844-06-05,"M"
1652,1844-06-06,"M"
169,1844-06-07,"M"
1380,1844-06-07,"M"
811,1844-06-07,"M"
1652,1844-06-08,"M"
1444,1844-06-09,"M"
480,1844-06-09,"M"
1652,1844-06-10,"M"
1652,1844-06-11,"M"
601,1844-06-12,"M"
517,1844-06-12,"M"
1652,1844-06-13,"M"
517,1844-06-14,"M"
811,1844-06-14,"M"
1652,1844-06-15,"M"
1550,1844-06-16,"M"
281,1844-06-16,"M"
1652,1844-06-17,"M"
1652,1844-06-18,"M"
517,1844-06-19,"M"
342,1844-06-19,"M"
1652,1844-06-20,"M"
517,1844-06-21,"M"
811,1844-06-21,"M"
1652,1844-06-22,"M"
1873,1844-06-23,"M"
1444,1844-06-23,"M"
1652,1844-06-24,"M"
1652,1844-06-25,"M"
517,1844-06-26,"M"
811,1844-06-26,"M"
1652,1844-06-27,"M"
1550,1844-06-28,"M"
601,1844-06-28,"M"
1652,1844-06-29,"M"
517,1844-06-30,"M"
811,1844-06-30,"M"
1550,1844-07-01,"M"
601,1844-07-01,"M"
566,1844-07-02,"M"
169,1844-07-02,"M"
281,1844-07-02,"M"
517,1844-07-03,"M"
480,1844-07-03,"M"
1550,1844-07-04,"M"
811,1844-07-04,"M"
601,1844-07-05,"M"
517,1844-07-05,"M"
169,1844-07-06,"M"
1341,1844-07-06,"M"
1550,1844-07-07,"M"
601,1844-07-07,"M"
517,1844-07-08,"M"
811,1844-07-08,"M"
169,1844-07-09,"M"
480,1844-07-09,"M"
169,1844-07-10,"M"
1341,1844-07-10,"M"
1550,1844-07-11,"M"
601,1844-07-11,"M"
169,1844-07-12,"M"
1341,1844-07-12,"M"
480,1844-07-14,"M"
47,1844-07-14,"M"
1493,1844-07-15,"M"
169,1844-07-16,"M"
1341,1844-07-16,"M"
1493,1844-07-17,"M"
169,1844-07-18,"M"
1341,1844-07-18,"M"
1493,1844-07-19,"M"
1550,1844-07-20,"M"
811,1844-07-20,"M"
1873,1844-07-21,"M"
47,1844-07-21,"M"
1493,1844-07-22,"M"
1493,1844-07-23,"M"
169,1844-07-24,"M"
1341,1844-07-24,"M"
1115,1844-07-25,"M"
480,1844-07-25,"M"
169,1844-07-26,"M"
1341,1844-07-26,"M"
1493,1844-07-27,"M"
1550,1844-07-28,"C"
601,1844-07-28,"C"
169,1844-07-29,"M"
1341,1844-07-29,"M"
1493,1844-07-30,"M"
169,1844-07-31,"M"
1341,1844-07-31,"M"
1493,1844-08-01,"M"
169,1844-08-02,"M"
1341,1844-08-02,"M"
1493,1844-08-03,"M"
1550,1844-08-04,"M"
601,1844-08-04,"M"
169,1844-08-05,"M"
1341,1844-08-05,"M"
1493,1844-08-06,"M"
169,1844-08-07,"M"
1341,1844-08-07,"M"
1493,1844-08-08,"M"
1550,1844-08-09,"M"
811,1844-08-09,"M"
169,1844-08-10,"M"
871,1844-08-10,"M"
1873,1844-08-11,"M"
811,1844-08-11,"M"
1493,1844-08-12,"M"
86,1844-08-12,"M"
566,1844-08-13,"M"
1341,1844-08-13,"M"
871,1844-08-14,"M"
86,1844-08-14,"M"
1115,1844-08-15,"M"
629,1844-08-15,"M"
47,1844-08-15,"M"
169,1844-08-16,"M"
871,1844-08-16,"M"
541,1844-08-17,"M"
169,1844-08-17,"M"
811,1844-08-17,"M"
517,1844-08-18,"M"
47,1844-08-18,"M"
1493,1844-08-19,"M"
169,1844-08-19,"M"
541,1844-08-20,"M"
871,1844-08-20,"M"
517,1844-08-21,"M"
47,1844-08-21,"M"
541,1844-08-22,"M"
871,1844-08-22,"M"
1493,1844-08-23,"M"
541,1844-08-23,"M"
1341,1844-08-25,"M"
629,1844-08-25,"M"
541,1844-08-26,"M"
871,1844-08-26,"M"
1341,1844-08-27,"M"
629,1844-08-27,"M"
541,1844-08-28,"M"
871,1844-08-28,"M"
1439,1844-08-29,"M"
517,1844-08-29,"M"
570,1844-08-30,"M"
871,1844-08-30,"M"
1341,1844-08-31,"M"
629,1844-08-31,"M"
1439,1844-09-01,"M"
517,1844-09-01,"M"
1493,1844-09-02,"M"
541,1844-09-02,"M"
570,1844-09-03,"M"
871,1844-09-03,"M"
1439,1844-09-04,"M"
1115,1844-09-04,"M"
570,1844-09-04,"M"
1341,1844-09-05,"M"
629,1844-09-05,"M"
1493,1844-09-06,"M"
541,1844-09-06,"M"
1341,1844-09-07,"M"
629,1844-09-07,"M"
517,1844-09-08,"M"
480,1844-09-08,"M"
570,1844-09-09,"M"
871,1844-09-09,"M"
570,1844-09-10,"M"
1341,1844-09-10,"M"
342,1844-09-11,"M"
871,1844-09-11,"M"
1341,1844-09-12,"M"
629,1844-09-12,"M"
541,1844-09-13,"M"
871,1844-09-13,"M"
1493,1844-09-14,"M"
86,1844-09-14,"M"
1341,1844-09-15,"M"
629,1844-09-15,"M"
570,1844-09-16,"M"
871,1844-09-16,"M"
1550,1844-09-17,"M"
811,1844-09-17,"M"
601,1844-09-18,"M"
570,1844-09-18,"M"
541,1844-09-19,"M"
1606,1844-09-19,"M"
342,1844-09-20,"M"
1341,1844-09-20,"M"
541,1844-09-21,"M"
1606,1844-09-21,"M"
517,1844-09-22,"M"
811,1844-09-22,"M"
570,1844-09-23,"M"
1341,1844-09-23,"M"
871,1844-09-24,"M"
811,1844-09-24,"M"
570,1844-09-25,"M"
1606,1844-09-25,"M"
1873,1844-09-26,"M"
1439,1844-09-26,"M"
1606,1844-09-27,"M"
629,1844-09-27,"M"
1341,1844-09-28,"M"
629,1844-09-28,"M"
517,1844-09-29,"M"
480,1844-09-29,"M"
1606,1844-09-30,"M"
871,1844-09-30,"M"
342,1844-10-01,"M"
1341,1844-10-01,"M"
517,1844-10-02,"M"
871,1844-10-02,"M"
1341,1844-10-03,"M"
629,1844-10-03,"M"
1439,1844-10-04,"M"
1606,1844-10-04,"M"
570,1844-10-05,"M"
1341,1844-10-05,"M"
601,1844-10-06,"M"
990,1844-10-06,"M"
1606,1844-10-07,"M"
871,1844-10-07,"M"
517,1844-10-08,"M"
811,1844-10-08,"M"
1606,1844-10-09,"M"
871,1844-10-09,"M"
871,1844-10-10,"M"
811,1844-10-10,"M"
1606,1844-10-11,"M"
811,1844-10-11,"M"
601,1844-10-12,"M"
517,1844-10-12,"M"
517,1844-10-13,"M"
871,1844-10-13,"M"
1550,1844-10-14,"M"
541,1844-10-14,"M"
1240,1844-10-14,"M"
541,1844-10-15,"M"
1652,1844-10-15,"M"
1240,1844-10-16,"M"
1606,1844-10-16,"M"
629,1844-10-16,"M"
541,1844-10-17,"M"
1652,1844-10-17,"M"
871,1844-10-18,"M"
811,1844-10-18,"M"
570,1844-10-19,"M"
1652,1844-10-19,"M"
601,1844-10-20,"M"
1606,1844-10-20,"M"
1240,1844-10-21,"M"
629,1844-10-21,"M"
47,1844-10-21,"M"
570,1844-10-22,"M"
1652,1844-10-22,"M"
1606,1844-10-23,"M"
871,1844-10-23,"M"
1652,1844-10-24,"M"
629,1844-10-24,"M"
47,1844-10-25,"M"
871,1844-10-25,"M"
541,1844-10-26,"M"
